N,wavenumber_cm-1,frequency_THz,wavelength_vac_nm,strength
1019,18763.1616,562.505434,532.95922,82
1020,18763.6081,562.518819,532.94654,77
1021,18764.0449,562.531914,532.93413,83
1022,18764.1268,562.534370,532.93181,87
1023,18764.2864,562.539154,532.92727,83
1024,18764.4354,562.543621,532.92304,79
1025,18764.8097,562.554842,532.91241,81
1026,18764.8908,562.557274,532.91011,35
1027,18765.0244,562.561279,532.90631,50
1028,18765.1311,562.564478,532.90328,85
1029,18765.2297,562.567434,532.90048,33
1030,18765.4566,562.574236,532.89404,75
1031,18765.7391,562.582705,532.88602,90
1032,18765.9854,562.590089,532.87902,72
1033,18766.1696,562.595611,532.87379,82
1034,18766.2047,562.596663,532.87280,71
1035,18766.3325,562.600495,532.86917,88
1036,18766.3975,562.602443,532.86732,66
1037,18766.5586,562.607273,532.86275,61
1038,18766.6199,562.609111,532.86101,61
1039,18766.6912,562.611248,532.85898,57
1040,18766.7934,562.614312,532.85608,43
1041,18766.8680,562.616549,532.85396,39
1042,18766.9122,562.617874,532.85271,45
1043,18766.9597,562.619298,532.85136,49
1044,18767.6528,562.640076,532.83168,32
1045,18767.8285,562.645344,532.82669,68
1046,18768.0082,562.650731,532.82159,78
1047,18768.1913,562.656220,532.81639,83
1048,18768.3395,562.660663,532.81219,82
1049,18768.6056,562.668641,532.80463,74
1050,18768.9572,562.679181,532.79465,26
1051,18769.1514,562.685003,532.78914,43
1052,18769.5413,562.696692,532.77807,28
1053,18770.1733,562.715639,532.76013,82
1054,18770.3233,562.720136,532.75587,84
1055,18770.8568,562.736130,532.74073,75
1056,18771.0662,562.742408,532.73479,53
1057,18771.3457,562.750787,532.72686,64
1058,18771.4475,562.753839,532.72397,79
1059,18772.1314,562.774341,532.70456,83
1060,18772.2726,562.778575,532.70055,86
1061,18773.2480,562.807816,532.67288,51
1062,18773.6760,562.820647,532.66073,84
1063,18773.9934,562.830163,532.65173,26
1064,18774.0519,562.831917,532.65007,84
1065,18774.1942,562.836183,532.64603,86
1066,18774.2517,562.837906,532.64440,80
1067,18774.8331,562.855336,532.62790,66
1068,18775.1345,562.864372,532.61935,46
1069,18775.9491,562.888793,532.59625,84
1070,18776.0807,562.892738,532.59251,81
1071,18776.4607,562.904131,532.58173,74
1072,18776.8525,562.915876,532.57062,29
1073,18777.0292,562.921174,532.56561,80
1074,18777.1337,562.924307,532.56265,67
1075,18777.3079,562.929529,532.55770,43
1076,18777.8088,562.944546,532.54350,80
1077,18777.9431,562.948572,532.53969,86
1078,18778.2828,562.958756,532.53006,64
1079,18778.7363,562.972351,532.51720,31
1080,18779.1696,562.985341,532.50491,55
1081,18779.2177,562.986783,532.50355,81
1082,18779.6436,562.999552,532.49147,84
1083,18779.7713,563.003380,532.48785,86
1084,18780.5692,563.027300,532.46522,62
1085,18781.3364,563.050300,532.44347,54
1086,18781.3981,563.052150,532.44172,43
1087,18781.4413,563.053445,532.44050,83
1088,18781.5681,563.057247,532.43691,86
1089,18781.7035,563.061306,532.43307,73
1090,18781.9376,563.068324,532.42643,74
1091,18782.4826,563.084663,532.41098,82
1092,18783.1664,563.105162,532.39160,49
1093,18783.2161,563.106652,532.39019,89
1094,18783.2814,563.108610,532.38834,42
1095,18783.3297,563.110058,532.38697,84
1096,18783.9748,563.129398,532.36869,73
1097,18784.6299,563.149037,532.35012,80
1098,18784.9534,563.158735,532.34095,84
1099,18785.0730,563.162321,532.33756,88
1100,18785.1591,563.164902,532.33512,79
1101,18785.3248,563.169870,532.33043,50
1102,18785.7995,563.184101,532.31698,27
1103,18785.9073,563.187333,532.31392,36
1104,18786.6658,563.210072,532.29243,88
1105,18786.7726,563.213274,532.28940,84
1106,18787.1341,563.224111,532.27916,58
1107,18787.2856,563.228653,532.27487,81
1108,18787.3445,563.230419,532.27320,66
1109,18787.8098,563.244368,532.26002,84
1110,18788.3427,563.260344,532.24492,84
1111,18788.4510,563.263591,532.24185,89
1112,18789.0312,563.280985,532.22542,28
1113,18789.2825,563.288518,532.21830,54
1114,18789.9159,563.307507,532.20036,85
1115,18789.9926,563.309807,532.19819,89
1116,18790.0930,563.312817,532.19534,84
1117,18790.3802,563.321427,532.18721,46
1118,18790.4230,563.322710,532.18600,82
1119,18790.5037,563.325129,532.18371,36
1120,18790.6831,563.330507,532.17863,71
1121,18791.0646,563.341944,532.16783,57
1122,18791.6078,563.358229,532.15244,86
1123,18791.7114,563.361335,532.14951,86
1124,18791.7596,563.362780,532.14814,72
1125,18792.2572,563.377698,532.13405,43
1126,18792.5072,563.385193,532.12697,81
1127,18792.9276,563.397796,532.11507,30
1128,18793.0099,563.400263,532.11274,84
1129,18793.2005,563.405977,532.10734,87
1130,18793.2905,563.408675,532.10480,85
1131,18793.9833,563.429445,532.08518,72
1132,18794.7526,563.452508,532.06340,87
1133,18794.8487,563.455389,532.06068,89
1134,18794.9620,563.458786,532.05747,63
1135,18795.0726,563.462101,532.05434,89
1136,18795.4512,563.473451,532.04363,31
1137,18795.5605,563.476728,532.04053,82
1138,18796.2823,563.498367,532.02010,88
1139,18796.3684,563.500948,532.01766,85
1140,18796.6903,563.510599,532.00855,37
1141,18797.0896,563.522569,531.99725,56
1142,18797.2586,563.527636,531.99247,73
1143,18797.6007,563.537892,531.98279,79
1144,18797.7753,563.543126,531.97785,87
1145,18797.8643,563.545794,531.97533,86
1146,18798.0854,563.552423,531.96907,87
1147,18798.3015,563.558901,531.96295,69
1148,18798.8214,563.574488,531.94824,57
1149,18798.8649,563.575792,531.94701,31
1150,18799.2424,563.587109,531.93633,88
1151,18799.3235,563.589540,531.93403,84
1152,18800.1025,563.612894,531.91199,83
1153,18800.3486,563.620272,531.90503,31
1154,18800.4939,563.624628,531.90092,71
1155,18800.5701,563.626912,531.89876,81
1156,18800.6758,563.630081,531.89577,85
1157,18800.7594,563.632587,531.89341,85
1158,18800.9404,563.638014,531.88829,52
1159,18801.0889,563.642465,531.88409,43
1160,18801.5251,563.655542,531.87175,75
1161,18802.0829,563.672265,531.85597,87
1162,18802.1572,563.674492,531.85387,84
1163,18802.5664,563.686760,531.84229,80
1164,18802.6508,563.689290,531.83990,62
1165,18803.0319,563.700715,531.82912,84
1166,18803.4541,563.713372,531.81718,84
1167,18803.5326,563.715726,531.81496,87
1168,18803.5834,563.717249,531.81353,49
1169,18803.7023,563.720813,531.81016,71
1170,18804.7095,563.751008,531.78168,71
1171,18804.8009,563.753748,531.77909,91
1172,18804.8701,563.755823,531.77714,82
1173,18805.0064,563.759909,531.77328,84
1174,18805.2204,563.766325,531.76723,39
1175,18805.4546,563.773346,531.76061,83
1176,18806.1109,563.793021,531.74205,86
1177,18806.1849,563.795240,531.73996,85
1178,18806.4418,563.802941,531.73270,55
1179,18806.8707,563.815799,531.72057,65
1180,18807.4049,563.831814,531.70547,88
1181,18807.4616,563.833514,531.70386,84
1182,18807.8604,563.845470,531.69259,87
1183,18807.9111,563.846990,531.69116,50
1184,18808.5434,563.865946,531.67328,60
1185,18808.6456,563.869010,531.67039,84
1186,18808.7128,563.871024,531.66849,86
1187,18809.7840,563.903138,531.63822,85
1188,18809.8722,563.905782,531.63572,86
1189,18809.9306,563.907533,531.63407,87
1190,18810.0107,563.909934,531.63181,76
1191,18810.2102,563.915915,531.62617,84
1192,18810.9870,563.939203,531.60422,70
1193,18811.0607,563.941412,531.60213,84
1194,18811.1242,563.943316,531.60034,85
1195,18811.8669,563.965582,531.57935,28
1196,18812.1195,563.973155,531.57221,80
1197,18812.2252,563.976323,531.56923,89
1198,18812.2851,563.978119,531.56753,87
1199,18812.5483,563.986010,531.56010,83
1200,18813.1154,564.003011,531.54407,69
1201,18813.3535,564.010149,531.53735,85
1202,18813.4134,564.011945,531.53565,87
1203,18813.9255,564.027297,531.52119,58
1204,18814.0793,564.031908,531.51684,79
1205,18814.4446,564.042859,531.50652,88
1206,18814.4581,564.043264,531.50614,88
1207,18814.5075,564.044745,531.50474,86
1208,18814.8452,564.054869,531.49520,83
1209,18815.5252,564.075255,531.47600,83
1210,18815.5801,564.076901,531.47445,86
1211,18816.0026,564.089567,531.46251,57
1212,18816.1897,564.095176,531.45723,80
1213,18816.4647,564.103420,531.44946,51
1214,18816.5687,564.106538,531.44652,88
1215,18816.6139,564.107893,531.44525,85
1216,18816.7064,564.110666,531.44263,82
1217,18817.1214,564.123108,531.43091,85
1218,18817.5747,564.136697,531.41811,81
1219,18817.6250,564.138205,531.41669,91
1220,18818.0909,564.152173,531.40353,30
1221,18818.3199,564.159038,531.39707,47
1222,18818.5600,564.166236,531.39029,87
1223,18818.6001,564.167438,531.38915,87
1224,18818.9569,564.178135,531.37908,85
1225,18819.2277,564.186253,531.37143,73
1226,18819.3519,564.189976,531.36793,83
1227,18819.5047,564.194557,531.36361,86
1228,18819.5503,564.195924,531.36232,86
1229,18819.5898,564.197108,531.36121,36
1230,18819.6843,564.199942,531.35854,65
1231,18820.1607,564.214224,531.34509,79
1232,18820.4270,564.222207,531.33757,85
1233,18820.4661,564.223379,531.33647,84
1234,18820.6855,564.229957,531.33027,46
1235,18821.1689,564.244449,531.31663,84
1236,18821.2722,564.247546,531.31371,67
1237,18821.3140,564.248799,531.31253,83
1238,18821.3557,564.250049,531.31136,86
1239,18821.5614,564.256216,531.30555,87
1240,18822.1761,564.274644,531.28820,85
1241,18822.2358,564.276434,531.28651,83
1242,18822.5357,564.285424,531.27805,43
1243,18822.8023,564.293417,531.27052,47
1244,18823.0022,564.299410,531.26488,81
1245,18823.0409,564.300570,531.26379,88
1246,18823.1497,564.303832,531.26072,77
1247,18823.3541,564.309959,531.25495,87
1248,18823.7346,564.321366,531.24421,86
1249,18823.8013,564.323366,531.24233,86
1250,18823.8351,564.324379,531.24137,83
1251,18824.3032,564.338413,531.22816,39
1252,18824.5700,564.346411,531.22063,82
1253,18824.6051,564.347463,531.21964,85
1254,18824.8941,564.356127,531.21149,71
1255,18825.2094,564.365580,531.20259,76
1256,18825.3114,564.368638,531.19971,82
1257,18825.3370,564.369405,531.19899,81
1258,18825.5037,564.374403,531.19429,82
1259,18825.8795,564.385669,531.18368,87
1260,18826.0459,564.390657,531.17899,85
1261,18826.1102,564.392585,531.17717,86
1262,18826.7055,564.410432,531.16038,84
1263,18826.7193,564.410846,531.15999,85
1264,18826.9407,564.417483,531.15374,68
1265,18827.3500,564.429753,531.14219,81
1266,18827.3692,564.430329,531.14165,82
1267,18827.4796,564.433639,531.13854,43
1268,18827.6272,564.438064,531.13437,86
1269,18827.9893,564.448919,531.12416,90
1270,18828.1516,564.453785,531.11958,76
1271,18828.4837,564.463741,531.11021,65
1272,18828.5713,564.466367,531.10774,84
1273,18829.0325,564.480193,531.09473,82
1274,18829.1157,564.482688,531.09239,85
1275,18829.6471,564.498619,531.07740,83
1276,18829.7124,564.500576,531.07556,86
1277,18830.0722,564.511363,531.06541,88
1278,18830.1329,564.513183,531.06370,85
1279,18830.5159,564.524665,531.05290,61
1280,18830.6000,564.527186,531.05052,79
1281,18830.8629,564.535068,531.04311,44
1282,18831.0546,564.540815,531.03770,84
1283,18831.4500,564.552668,531.02655,78
1284,18831.5648,564.556110,531.02332,32
1285,18831.7711,564.562295,531.01750,86
1286,18831.8231,564.563854,531.01603,87
1287,18831.9297,564.567049,531.01303,81
1288,18832.0405,564.570371,531.00990,73
1289,18832.1188,564.572718,531.00770,86
1290,18832.1661,564.574136,531.00636,81
1291,18832.4846,564.583685,530.99738,76
1292,18832.7697,564.592232,530.98934,74
1293,18833.0252,564.599892,530.98214,73
1294,18833.1395,564.603318,530.97892,55
1295,18833.2504,564.606643,530.97579,68
1296,18833.4465,564.612522,530.97026,66
1297,18833.6136,564.617531,530.96555,69
1298,18833.7481,564.621564,530.96176,59
1299,18833.7951,564.622973,530.96043,85
1300,18833.8487,564.624580,530.95892,50
1301,18833.9368,564.627221,530.95644,85
1302,18833.9754,564.628378,530.95535,47
1303,18834.0607,564.630935,530.95295,71
1304,18834.1398,564.633306,530.95072,86
1305,18834.4193,564.641686,530.94284,27
1306,18834.7893,564.652778,530.93241,75
1307,18834.9768,564.658399,530.92712,55
1308,18835.5579,564.675820,530.91074,65
1309,18835.7946,564.682916,530.90407,85
1310,18836.1230,564.692761,530.89481,79
1311,18836.7176,564.710587,530.87805,34
1312,18836.7779,564.712395,530.87636,73
1313,18837.2180,564.725589,530.86395,50
1314,18837.5669,564.736048,530.85412,63
1315,18837.6210,564.737670,530.85260,82
1316,18837.7540,564.741657,530.84885,83
1317,18838.0826,564.751509,530.83959,85
1318,18838.2215,564.755673,530.83567,31
1319,18839.0485,564.780466,530.81237,76
1320,18839.5906,564.796717,530.79710,81
1321,18839.6892,564.799673,530.79432,86
1322,18840.0038,564.809105,530.78546,81
1323,18840.4133,564.821381,530.77392,75
1324,18841.0423,564.840238,530.75620,68
1325,18841.2711,564.847097,530.74975,64
1326,18841.5859,564.856535,530.74089,82
1327,18841.6839,564.859473,530.73813,30
1328,18841.9006,564.865969,530.73202,85
1329,18842.3658,564.879916,530.71892,73
1330,18842.4972,564.883855,530.71522,64
1331,18842.7897,564.892624,530.70698,38
1332,18843.0893,564.901606,530.69854,56
1333,18843.1800,564.904325,530.69599,81
1334,18843.4594,564.912701,530.68812,85
1335,18843.7581,564.921656,530.67971,83
1336,18844.4813,564.943337,530.65934,60
1337,18845.1135,564.962290,530.64154,82
1338,18845.2932,564.967677,530.63648,83
1339,18845.5936,564.976683,530.62802,87
1340,18845.8108,564.983194,530.62190,40
1341,18845.9150,564.986318,530.61897,85
1342,18846.6867,565.009453,530.59724,30
1343,18847.1040,565.021963,530.58549,87
1344,18847.3177,565.028370,530.57948,38
1345,18847.3896,565.030526,530.57745,84
1346,18847.8237,565.043539,530.56523,80
1347,18847.8897,565.045518,530.56338,74
1348,18848.6088,565.067076,530.54313,84
1349,18848.8773,565.075126,530.53558,84
1350,18849.1620,565.083661,530.52756,87
1351,18849.2487,565.086260,530.52512,63
1352,18849.3017,565.087849,530.52363,67
1353,18850.3051,565.117930,530.49539,45
1354,18850.5071,565.123986,530.48971,83
1355,18850.6244,565.127502,530.48641,87
1356,18850.8951,565.135618,530.47879,84
1357,18851.0612,565.140597,530.47411,61
1358,18851.2697,565.146848,530.46825,83
1359,18851.6505,565.158264,530.45753,33
1360,18851.8081,565.162989,530.45310,42
1361,18852.3345,565.178770,530.43829,86
1362,18852.6052,565.186885,530.43067,90
1363,18852.6539,565.188345,530.42930,79
1364,18852.7281,565.190570,530.42721,31
1365,18853.1511,565.203251,530.41531,79
1366,18853.1857,565.204288,530.41434,61
1367,18853.9106,565.226020,530.39394,85
1368,18854.0201,565.229303,530.39086,88
1369,18854.2788,565.237059,530.38359,85
1370,18854.6005,565.246703,530.37454,75
1371,18854.7563,565.251374,530.37015,41
1372,18854.9912,565.258416,530.36355,52
1373,18855.6663,565.278655,530.34456,84
1374,18855.7690,565.281734,530.34167,83
1375,18855.9259,565.286437,530.33726,88
1376,18855.9697,565.287750,530.33602,73
1377,18856.2627,565.296534,530.32778,48
1378,18856.5085,565.303903,530.32087,82
1379,18856.5728,565.305831,530.31906,36
1380,18857.0921,565.321399,530.30446,62
1381,18857.2898,565.327326,530.29890,86
1382,18857.5361,565.334710,530.29197,85
1383,18857.6581,565.338367,530.28854,26
1384,18857.9041,565.345742,530.28162,68
1385,18858.3495,565.359095,530.26910,78
1386,18858.8749,565.374846,530.25433,84
1387,18859.0804,565.381007,530.24855,82
1388,18859.1216,565.382242,530.24739,89
1389,18859.1752,565.383849,530.24588,52
1390,18859.2551,565.386244,530.24364,75
1391,18860.4366,565.421665,530.21042,84
1392,18860.6703,565.428671,530.20385,81
1393,18860.9026,565.435635,530.19732,83
1394,18860.9593,565.437335,530.19573,61
1395,18861.1767,565.443852,530.18961,75
1396,18861.4631,565.452438,530.18156,41
1397,18861.6169,565.457049,530.17724,80
1398,18861.9599,565.467332,530.16760,83
1399,18862.1932,565.474326,530.16104,84
1400,18862.5057,565.483695,530.15226,69
1401,18862.5528,565.485107,530.15093,33
1402,18862.7505,565.491034,530.14538,52
1403,18863.4163,565.510994,530.12667,79
1404,18863.4579,565.512241,530.12550,88
1405,18863.5536,565.515110,530.12281,41
1406,18863.6796,565.518887,530.11927,84
1407,18864.1240,565.532210,530.10678,82
1408,18864.4116,565.540832,530.09870,68
1409,18864.7962,565.552362,530.08789,63
1410,18864.9190,565.556044,530.08444,81
1411,18865.0590,565.560241,530.08050,44
1412,18865.1419,565.562726,530.07818,85
1413,18865.7256,565.580225,530.06178,73
1414,18865.9054,565.585615,530.05672,81
1415,18866.3056,565.597613,530.04548,33
1416,18866.3571,565.599157,530.04403,86
1417,18866.5660,565.605420,530.03816,82
1418,18866.5818,565.605893,530.03772,83
1419,18867.4063,565.630611,530.01456,27
1420,18867.6175,565.636943,530.00862,73
1421,18867.7546,565.641053,530.00477,79
1422,18867.9020,565.645472,530.00063,51
1423,18867.9661,565.647393,529.99883,82
1424,18868.3556,565.659070,529.98789,78
1425,18868.5931,565.666190,529.98122,57
1426,18868.9052,565.675547,529.97245,69
1427,18869.0367,565.679489,529.96876,83
1428,18869.1297,565.682277,529.96615,84
1429,18869.3280,565.688222,529.96058,80
1430,18869.4026,565.690459,529.95848,49
1431,18870.3689,565.719428,529.93135,54
1432,18870.4673,565.722378,529.92858,80
1433,18870.6673,565.728373,529.92297,83
1434,18870.7811,565.731785,529.91977,85
1435,18871.1183,565.741894,529.91030,34
1436,18871.4418,565.751592,529.90122,81
1437,18871.7800,565.761731,529.89172,84
1438,18871.9658,565.767301,529.88650,83
1439,18872.0582,565.770072,529.88391,74
1440,18872.2152,565.774778,529.87950,54
1441,18872.3582,565.779065,529.87549,63
1442,18873.0551,565.799958,529.85592,81
1443,18873.1644,565.803235,529.85285,81
1444,18873.2421,565.805564,529.85067,85
1445,18873.7096,565.819579,529.83755,41
1446,18873.8207,565.822910,529.83443,83
1447,18873.9226,565.825965,529.83157,75
1448,18874.1255,565.832048,529.82587,61
1449,18874.3057,565.837450,529.82081,84
1450,18874.4808,565.842699,529.81590,80
1451,18875.1722,565.863427,529.79649,72
1452,18875.5259,565.874031,529.78656,86
1453,18875.6959,565.879127,529.78179,85
1454,18875.8908,565.884970,529.77632,33
1455,18876.0880,565.890882,529.77079,62
1456,18876.1621,565.893103,529.76871,84
1457,18876.4806,565.902652,529.75977,50
1458,18876.7082,565.909475,529.75338,84
1459,18876.8716,565.914374,529.74880,78
1460,18877.0227,565.918903,529.74456,73
1461,18877.8468,565.943609,529.72143,83
1462,18877.8582,565.943951,529.72111,84
1463,18877.9800,565.947603,529.71769,49
1464,18878.0250,565.948952,529.71643,85
1465,18878.2573,565.955916,529.70991,80
1466,18878.4781,565.962535,529.70372,84
1467,18878.9870,565.977792,529.68944,85
1468,18879.1403,565.982388,529.68514,81
1469,18879.7824,566.001637,529.66712,67
1470,18880.0874,566.010781,529.65857,89
1471,18880.1398,566.012352,529.65710,89
1472,18880.2327,566.015137,529.65449,85
1473,18880.6270,566.026958,529.64343,40
1474,18880.7124,566.029518,529.64103,47
1475,18880.7543,566.030774,529.63986,83
1476,18881.1416,566.042385,529.62899,85
1477,18881.3009,566.047161,529.62452,81
1478,18881.5335,566.054134,529.61800,66
1479,18881.7417,566.060376,529.61216,41
1480,18882.0379,566.069255,529.60385,28
1481,18882.1689,566.073183,529.60018,82
1482,18882.2123,566.074484,529.59896,48
1483,18882.3160,566.077593,529.59605,87
1484,18882.3968,566.080015,529.59379,85
1485,18882.6590,566.087876,529.58643,31
1486,18883.0062,566.098284,529.57669,85
1487,18883.1261,566.101879,529.57333,72
1488,18883.1727,566.103276,529.57202,85
1489,18883.3076,566.107320,529.56824,80
1490,18883.4405,566.111304,529.56451,63
1491,18884.1390,566.132245,529.54493,83
1492,18884.2745,566.136307,529.54113,86
1493,18884.3225,566.137746,529.53978,84
1494,18884.6287,566.146926,529.53119,87
1495,18884.9141,566.155482,529.52319,56
1496,18885.0825,566.160530,529.51847,84
1497,18885.2179,566.164589,529.51467,88
1498,18885.3217,566.167701,529.51176,34
1499,18885.9856,566.187604,529.49315,79
1500,18886.1199,566.191631,529.48938,86
1501,18886.4127,566.200409,529.48118,51
1502,18886.8196,566.212607,529.46977,82
1503,18886.8654,566.213980,529.46848,88
1504,18886.9819,566.217473,529.46522,82
1505,18887.0673,566.220033,529.46282,67
1506,18887.3048,566.227153,529.45617,79
1507,18887.4062,566.230193,529.45332,87
1508,18887.7094,566.239283,529.44483,83
1509,18887.8251,566.242751,529.44158,85
1510,18888.5289,566.263851,529.42185,86
1511,18888.6345,566.267017,529.41889,80
1512,18888.8018,566.272032,529.41421,70
1513,18888.9880,566.277614,529.40899,86
1514,18889.0945,566.280807,529.40600,78
1515,18889.3100,566.287267,529.39996,80
1516,18889.4175,566.290490,529.39695,81
1517,18889.5548,566.294606,529.39310,81
1518,18889.9805,566.307369,529.38117,40
1519,18890.0666,566.309950,529.37876,86
1520,18890.1633,566.312849,529.37605,78
1521,18890.2553,566.315607,529.37347,80
1522,18890.5692,566.325017,529.36467,49
1523,18890.6552,566.327596,529.36226,62
1524,18890.7869,566.331544,529.35857,83
1525,18890.8866,566.334533,529.35578,82
1526,18891.1160,566.341410,529.34935,84
1527,18891.4828,566.352406,529.33907,82
1528,18891.5705,566.355036,529.33662,80
1529,18891.6785,566.358273,529.33359,83
1530,18892.0355,566.368976,529.32359,79
1531,18892.1416,566.372157,529.32061,77
1532,18892.2299,566.374804,529.31814,78
1533,18892.2884,566.376558,529.31650,32
1534,18892.3811,566.379337,529.31390,63
1535,18892.7738,566.391110,529.30290,83
1536,18892.8538,566.393508,529.30066,76
1537,18892.9298,566.395786,529.29853,29
1538,18893.1691,566.402960,529.29183,74
1539,18893.2180,566.404426,529.29046,88
1540,18893.3722,566.409049,529.28614,78
1541,18893.4534,566.411483,529.28386,80
1542,18893.7621,566.420738,529.27522,82
1543,18893.9455,566.426236,529.27008,80
1544,18894.0150,566.428320,529.26813,72
1545,18894.2132,566.434262,529.26258,71
1546,18894.4814,566.442302,529.25507,78
1547,18894.5526,566.444437,529.25307,74
1548,18894.5998,566.445852,529.25175,38
1549,18894.6954,566.448718,529.24907,52
1550,18894.9327,566.455832,529.24242,76
1551,18894.9917,566.457601,529.24077,81
1552,18895.0536,566.459456,529.23904,67
1553,18895.2802,566.466250,529.23269,80
1554,18895.4660,566.471820,529.22749,72
1555,18895.5296,566.473726,529.22571,73
1556,18895.7285,566.479689,529.22014,36
1557,18895.8235,566.482537,529.21747,86
1558,18895.9229,566.485517,529.21469,81
1559,18895.9700,566.486929,529.21337,66
1560,18896.0559,566.489504,529.21097,83
1561,18896.3291,566.497695,529.20331,68
1562,18896.3844,566.499353,529.20177,69
1563,18896.7170,566.509324,529.19245,74
1564,18896.7620,566.510673,529.19119,60
1565,18897.0689,566.519873,529.18260,64
1566,18897.1144,566.521238,529.18132,62
1567,18897.3191,566.527374,529.17559,86
1568,18897.3940,566.529620,529.17349,73
1569,18897.4332,566.530795,529.17240,56
1570,18897.6872,566.538410,529.16528,58
1571,18897.7297,566.539684,529.16409,81
1572,18897.8014,566.541833,529.16209,79
1573,18897.8427,566.543071,529.16093,87
1574,18897.9514,566.546330,529.15789,64
1575,18897.9817,566.547239,529.15704,47
1576,18898.1831,566.553276,529.15140,54
1577,18898.3869,566.559386,529.14569,58
1578,18898.5581,566.564519,529.14090,56
1579,18898.6970,566.568683,529.13701,51
1580,18898.7931,566.571564,529.13432,54
1581,18898.9030,566.574858,529.13124,78
1582,18899.1858,566.583337,529.12332,44
1583,18899.3199,566.587357,529.11957,82
1584,18899.4391,566.590930,529.11623,63
1585,18899.8394,566.602931,529.10503,84
1586,18900.3166,566.617237,529.09167,45
1587,18900.6354,566.626794,529.08274,74
1588,18901.2214,566.644362,529.06634,72
1589,18901.2949,566.646566,529.06428,86
1590,18901.3485,566.648173,529.06278,60
1591,18901.7248,566.659454,529.05225,81
1592,18901.7966,566.661606,529.05024,83
1593,18902.3810,566.679126,529.03388,31
1594,18902.8351,566.692740,529.02117,54
1595,18902.9180,566.695225,529.01885,70
1596,18903.0511,566.699215,529.01513,27
1597,18903.2305,566.704594,529.01011,82
1598,18903.4398,566.710868,529.00425,82
1599,18903.7310,566.719598,528.99610,87
1600,18904.5051,566.742805,528.97444,75
1601,18904.6711,566.747782,528.96980,65
1602,18904.8642,566.753571,528.96439,34
1603,18905.1414,566.761881,528.95664,86
1604,18905.3655,566.768599,528.95037,50
1605,18905.6233,566.776328,528.94315,83
1606,18906.2053,566.793776,528.92687,72
1607,18906.3584,566.798366,528.92259,69
1608,18906.8474,566.813026,528.90891,46
1609,18907.0140,566.818020,528.90425,81
1610,18907.2582,566.825341,528.89742,84
1611,18907.3739,566.828810,528.89418,35
1612,18907.4929,566.832377,528.89085,85
1613,18908.0900,566.850278,528.87415,72
1614,18908.2378,566.854709,528.87001,46
1615,18908.8623,566.873431,528.85255,87
1616,18908.9427,566.875841,528.85030,83
1617,18909.2195,566.884139,528.84256,26
1618,18909.3250,566.887302,528.83961,83
1619,18909.7674,566.900565,528.82723,74
1620,18909.9731,566.906732,528.82148,79
1621,18910.6702,566.927630,528.80199,85
1622,18910.8281,566.932364,528.79757,62
1623,18911.1274,566.941337,528.78920,87
1624,18911.4714,566.951650,528.77959,70
1625,18911.6419,566.956761,528.77482,78
1626,18912.3252,566.977246,528.75571,33
1627,18912.4527,566.981068,528.75215,88
1628,18912.6619,566.987340,528.74630,84
1629,18912.7067,566.988683,528.74505,44
1630,18912.8945,566.994313,528.73980,84
1631,18913.1391,567.001646,528.73296,68
1632,18913.2941,567.006293,528.72863,54
1633,18913.8485,567.022913,528.71313,39
1634,18914.1983,567.033400,528.70335,83
1635,18914.3129,567.036836,528.70015,83
1636,18914.6365,567.046537,528.69110,86
1637,18914.7679,567.050476,528.68743,55
1638,18914.8224,567.052110,528.68591,75
1639,18915.3103,567.066737,528.67227,80
1640,18915.9190,567.084985,528.65526,88
1641,18916.3397,567.097598,528.64350,85
1642,18916.4802,567.101810,528.63957,74
1643,18916.9453,567.115753,528.62657,79
1644,18917.1421,567.121653,528.62108,48
1645,18917.2092,567.123664,528.61920,67
1646,18917.5984,567.135332,528.60832,82
1647,18917.9324,567.145345,528.59899,87
1648,18918.0166,567.147870,528.59664,88
1649,18918.1337,567.151380,528.59337,69
1650,18918.2861,567.155949,528.58911,44
1651,18918.6782,567.167704,528.57815,59
1652,18919.2566,567.185044,528.56199,87
1653,18919.5509,567.193867,528.55377,82
1654,18919.6579,567.197075,528.55078,85
1655,18919.7818,567.200789,528.54732,69
1656,18920.5146,567.222758,528.52685,80
1657,18920.8734,567.233514,528.51683,82
1658,18921.0804,567.239720,528.51105,55
1659,18921.2735,567.245509,528.50565,83
1660,18921.4166,567.249799,528.50166,75
1661,18921.5355,567.253364,528.49833,41
1662,18922.1162,567.270773,528.48212,80
1663,18922.4665,567.281274,528.47233,87
1664,18922.5462,567.283664,528.47011,54
1665,18922.6807,567.287696,528.46635,38
1666,18922.8494,567.292753,528.46164,83
1667,18923.0694,567.299349,528.45549,86
1668,18924.0209,567.327874,528.42892,79
1669,18924.4025,567.339314,528.41827,83
1670,18924.6597,567.347025,528.41109,84
1671,18924.9214,567.354870,528.40378,62
1672,18925.5489,567.373682,528.38626,83
1673,18925.5872,567.374831,528.38519,82
1674,18925.9133,567.384607,528.37609,83
1675,18926.2855,567.395765,528.36570,68
1676,18926.3826,567.398676,528.36298,61
1677,18926.8345,567.412224,528.35037,26
1678,18926.9372,567.415303,528.34750,38
1679,18927.0441,567.418507,528.34452,83
1680,18927.1574,567.421904,528.34136,79
1681,18927.4048,567.429321,528.33445,85
1682,18927.6520,567.436732,528.32755,34
1683,18927.8753,567.443426,528.32132,75
